compissueURI,component,intissueURI,integrated
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirQuality>","""Air Quality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandUse>","""Land Use""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Aquaculture>","""Aquaculture""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LivestockFeed>","""Livestock Feed""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CulturalServices>","""Cultural Services""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#GroundwaterRechargeAndOverdraft>","""Groundwater Recharge and Overdraft""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodProvisioning>","""Food Provisioning""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Wetlands>","""Wetlands""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanUseOfProtectedAreas>","""Human Use of Protected Areas""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WaterAvailability>","""Water Availability""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#UseRights>","""Use Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Fisheries>","""Fisheries""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#InformationInfrastructure>","""Information Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Habitats>","""Habitats""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FishingAndOverfishing>","""Fishing & Overfishing""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#CommonPoolResources>","""Common pool resources"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Grazing>","""Grazing""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectedAreaEncroachment>","""Protected Area Encroachment""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EcosystemHealth>","""Ecosystem Health""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestEcology>","""Forest Ecology""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeProtection>","""Landscape Protection""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Forests>","""Forests""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestProductivity>","""Forest Productivity""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandCover>","""Land Cover""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestManagementPractices>","""Forest Management Practices""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeChanges>","""Landscape Changes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EcosystemManagement>","""Ecosystem Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ResourceRights>","""Resource Rights""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CarbonSequestration>","""Carbon Sequestration""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandFragmentation>","""Land Fragmentation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestProducts>","""Forest Products""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandUse>","""Land Use""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectedAreasmanagement>","""Protected Areas--Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#CulturalServices>","""Cultural Services""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ForestCanopyCover>","""Forest Canopy Cover""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Erosion>","""Erosion""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Habitats>","""Habitats""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Deforestation>","""Deforestation"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisastersEconomicImpact>","""Disasters - Economic Impact""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Migration>","""Migration""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ManmadeDisasters>","""Manmade Disasters""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisastersHumanAndSocialImpact>","""Disasters - Human and Social Impact""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterPreparedness>","""Disaster Preparedness""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#NaturalDisasters>","""Natural Disasters""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterMitigation>","""Disaster Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SeaLevelRise>","""Sea Level Rise""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#VolatilityRiskAndStability>","""Volatility, Risk and Stability""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterRelief>","""Disaster Relief""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#LandscapeChanges>","""Landscape Changes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Refugees>","""Refugees""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FinancialRisk>","""Financial Risk""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Insurance>","""Insurance""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ClimateChange>","""Climate Change""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterPrevention>","""Disaster Prevention""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HumanExposure>","""Human Exposure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisastersEnvironmentalImpact>","""Disasters - Environmental Impact""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodWastes>","""Food Wastes""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisastersHealthImpact>","""Disasters - Health Impact""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Floods>","""Floods""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WeatherHazards>","""Weather Hazards""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HazardousWastesmanagement>","""Hazardous Wastes--Management""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Disasters>","""Disasters"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Overnutrition>","""Overnutrition""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OzoneDepletion>","""Ozone Depletion""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseaseIncidenceNoncommunicable>","""Disease Incidence - Noncommunicable""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#BirthDefects>","""Birth Defects""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Contamination>","""Contamination""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirPollution>","""Air Pollution""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#SexuallyTransmittedDiseases>","""Sexually Transmitted Diseases""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OccupationalMortality>","""Occupational Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#WorkingConditions>","""Working Conditions""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseaserelatedMortality>","""Disease-Related Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#OccupationalDiseases>","""Occupational Diseases""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#FoodSafety>","""Food Safety""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#HealthCareInfrastructure>","""Health Care Infrastructure""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#MaternalMortality>","""Maternal Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseasesAndPests>","""Diseases and Pests""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirQuality>","""Air Quality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DiseaseIncidenceCommunicable>","""Disease Incidence - Communicable""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#UndernutritionChronic>","""Undernutrition - Chronic""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AccessToSanitation>","""Access to Sanitation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ChildMortality>","""Child Mortality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Immunization>","""Immunization""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#UndernutritionAcute>","""Undernutrition - Acute""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#Diseases>","""Diseases"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#RawMaterials>","""Raw Materials""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Grasslands>","""Grasslands""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Ecotourism>","""Ecotourism""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Soilsquality>","""Soils--Quality""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#EcosystemHealth>","""Ecosystem Health""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#Contamination>","""Contamination""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#DisasterMitigation>","""Disaster Mitigation""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#AirPollution>","""Air Pollution""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
"<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsourceindiv.rdf#ProtectionOfThreatenedAndRareEcosystems>","""Protection of Threatened & Rare Ecosystems""","<http://asi.ice.ucdavis.edu/sustsource/schemas/sustsource.owl#EcosystemServices>","""Ecosystem services"""
